queue_type,text,source_label,source_label_id,beto_label,beto_label_id,beto_confidence,signal_category,audit_label,audit_decision,audit_reason,reviewer
error,El sistema deberá procesar las solicitudes de forma adecuada según el criterio del administrador.,RF,0,RNF,1,0.932594,other,,,,
error,El sistema está obligado a autenticar al estudiante con verificación de correo institucional antes de otorgar acceso.,RF,0,RNF,1,0.900175,mixed:security+functional_action,,,,
error,El sistema está obligado a autenticar al titular de la cuenta con verificación en dos pasos por SMS antes de otorgar acceso.,RF,0,RNF,1,0.929685,mixed:security+functional_action,,,,
error,El sistema está obligado a calcular automáticamente el tiempo estimado de entrega.,RF,0,RNF,1,0.523747,mixed:performance+functional_action,,,,
"error,""El sistema está obligado a permitir la creación de una dirección de envío por parte del repartidor, siempre que los datos ingresados sean válidos."",RF,0,RNF,1,0.762869,functional_action,,,,"
error,El sistema habilitará para exportar una guía de envío en formato digital.,RF,0,RNF,1,0.524043,functional_action,,,,
error,El sistema necesita autenticar a la enfermera de turno mediante credenciales institucionales y doble factor antes de otorgar acceso.,RF,0,RNF,1,0.903734,mixed:security+functional_action,,,,
error,El sistema necesita autenticar al titular de la cuenta mediante token físico y contraseña antes de otorgar acceso.,RF,0,RNF,1,0.941841,mixed:security+functional_action,,,,
error,El sistema necesita autenticar al usuario mediante clave dinámica y huella dactilar antes de otorgar acceso.,RF,0,RNF,1,0.976481,mixed:security+functional_action,,,,
error,El sistema necesita calcular automáticamente el tiempo estimado de entrega.,RF,0,RNF,1,0.54158,mixed:performance+functional_action,,,,
error,El sistema necesita determinar el tiempo de espera promedio en urgencias cada vez que se registre un cambio relevante.,RF,0,RNF,1,0.521641,mixed:performance+functional_action,,,,
error,El sistema permitirá exportar un certificado de estudios en formato digital.,RF,0,RNF,1,0.554878,functional_action,,,,
error,El sistema podrá exportar un estado de cuenta en PDF en formato digital.,RF,0,RNF,1,0.594155,functional_action,,,,
"error,""El sistema podrá permitir que el administrador del hospital registre una historia clínica digital, cuando el usuario cuente con los permisos necesarios."",RF,0,RNF,1,0.621362,functional_action,,,,"
error,El sistema posibilitará exportar un estado de cuenta en PDF en formato digital.,RF,0,RNF,1,0.605976,functional_action,,,,
error,El sistema posibilitará exportar una alerta de interacción entre medicamentos en formato digital.,RF,0,RNF,1,0.716652,functional_action,,,,
error,El sistema tiene que autenticar al administrador del banco con verificación en dos pasos por SMS antes de otorgar acceso.,RF,0,RNF,1,0.90755,mixed:security+functional_action,,,,
error,El sistema tiene que autenticar al paciente con tarjeta profesional y PIN antes de otorgar acceso.,RF,0,RNF,1,0.946598,mixed:security+functional_action,,,,
error,El sistema tiene que autenticar al repartidor mediante correo electrónico y contraseña antes de otorgar acceso.,RF,0,RNF,1,0.903743,mixed:security+functional_action,,,,
error,El sistema tiene que autenticar al representante legal utilizando código de acceso temporal antes de otorgar acceso.,RF,0,RNF,1,0.882924,mixed:security+functional_action,,,,
error,El sistema tiene que autenticar al titular de la cuenta con verificación en dos pasos por SMS antes de otorgar acceso.,RF,0,RNF,1,0.930763,mixed:security+functional_action,,,,
error,El sistema tiene que autenticar al vendedor utilizando inicio de sesión con cuenta de terceros antes de otorgar acceso.,RF,0,RNF,1,0.914694,mixed:security+functional_action,,,,
error,El sistema tiene que determinar la dosis de medicamento según el peso del paciente cada vez que se registre un cambio relevante.,RF,0,RNF,1,0.560708,functional_action,,,,
error,El sistema tiene que eliminar de forma permanente una alerta configurada tras confirmación del cajero.,RF,0,RNF,1,0.699856,functional_action,,,,
error,El sistema tiene que eliminar de forma permanente una tarjeta bloqueada tras confirmación del asesor financiero.,RF,0,RNF,1,0.607023,functional_action,,,,
error,El sistema tiene que manejar de manera apropiada los casos especiales que puedan presentarse.,RF,0,RNF,1,0.907868,usability_quality,,,,
"error,""El sistema tiene que permitir la creación de una cuenta de ahorros por parte del administrador del banco, siempre que los datos ingresados sean válidos."",RF,0,RNF,1,0.750148,functional_action,,,,"
"error,""El sistema tiene que permitir la creación de una tarjeta de débito virtual por parte del cliente, de acuerdo con las políticas internas de la organización."",RF,0,RNF,1,0.843594,functional_action,,,,"
error,El titular de la cuenta tendrá acceso a un estado de cuenta en PDF desde el módulo de reportes.,RF,0,RNF,1,0.550061,other,,,,
error,El usuario podrá modificar ciertos datos según lo considere pertinente.,RF,0,RNF,1,0.763832,other,,,,
error,El usuario podrá realizar operaciones diversas cuando el sistema lo permita.,RF,0,RNF,1,0.838161,functional_action,,,,
error,La enfermera de turno estará en capacidad de generar un plan de tratamiento desde su panel principal.,RF,0,RNF,1,0.727066,functional_action,,,,
error,El sistema tiene que cifrar la información de un cupón de descuento utilizando el algoritmo AES-256.,RNF,1,RF,0,0.512309,security,,,,
error,Los mensajes de error deberá explicar de forma clara la causa del problema y una posible solución.,RNF,1,RF,0,0.534762,other,,,,
"control,""El administrador del banco podrá crear un beneficiario para transferencias desde su panel principal, de acuerdo con las políticas internas de la organización."",RF,0,RF,0,0.819136,functional_action,,,,"
control,El administrador del banco podrá crear un plan de pagos desde su panel principal.,RF,0,RF,0,0.676502,functional_action,,,,
control,El administrador del banco podrá dar de baja un dispositivo autorizado cuando su registro ya no sea necesario.,RF,0,RF,0,0.533163,functional_action,,,,
control,El administrador del sistema podrá dar de baja un usuario egresado cuando su registro ya no sea necesario.,RF,0,RF,0,0.565371,functional_action,,,,
control,El comprador podrá dar de baja un producto descontinuado del catálogo cuando su registro ya no sea necesario.,RF,0,RF,0,0.775434,functional_action,,,,
control,El módulo correspondiente posibilitará obtener los días restantes de licencia médica en tiempo real.,RF,0,RF,0,0.779298,performance,,,,
control,El repartidor tendrá acceso a una notificación de estado del pedido desde el módulo de reportes.,RF,0,RF,0,0.726101,other,,,,
"control,""El repartidor tendrá la opción de crear un pedido nuevo desde su panel principal, de acuerdo con las políticas internas de la organización."",RF,0,RF,0,0.846464,functional_action,,,,"
control,El sistema debe eliminar de forma permanente un beneficiario registrado tras confirmación del titular de la cuenta.,RF,0,RF,0,0.518319,functional_action,,,,
control,El sistema debe eliminar de forma permanente un producto descontinuado del catálogo tras confirmación del vendedor.,RF,0,RF,0,0.813116,functional_action,,,,
control,El sistema deberá determinar la nota final del período cada vez que se registre un cambio relevante.,RF,0,RF,0,0.951664,functional_action,,,,
control,El sistema deberá eliminar de forma permanente un producto descontinuado del catálogo tras confirmación del repartidor.,RF,0,RF,0,0.863122,functional_action,,,,
control,El sistema habilitará para que el administrador del banco registre un plan de pagos.,RF,0,RF,0,0.903305,functional_action,,,,
control,El sistema habilitará para que el especialista elimine una cita cancelada por el paciente.,RF,0,RF,0,0.954895,functional_action,,,,
control,El sistema necesita calcular automáticamente el interés compuesto mensual.,RF,0,RF,0,0.849596,functional_action,,,,
control,El sistema permitirá que el médico tratante elimine un usuario dado de baja del sistema.,RF,0,RF,0,0.738072,functional_action,,,,
control,El sistema permitirá que el paciente elimine una cita cancelada por el paciente.,RF,0,RF,0,0.964899,functional_action,,,,
control,El sistema podrá permitir que el comprador elimine un pedido cancelado por el cliente.,RF,0,RF,0,0.961375,functional_action,,,,
control,El sistema podrá permitir que el vendedor elimine una dirección de envío obsoleta.,RF,0,RF,0,0.88338,functional_action,,,,
control,El tutor de tesis podrá dar de baja una tarea entregada fuera de plazo cuando su registro ya no sea necesario.,RF,0,RF,0,0.849671,functional_action,,,,
control,El rendimiento del sistema debe ser aceptable en la mayoría de los escenarios.,RNF,1,RNF,1,0.991136,performance,,,,
control,El sistema deberá bloquear el acceso tras 3 intentos fallidos de autenticación consecutivos.,RNF,1,RNF,1,0.905061,security,,,,
control,El sistema está obligado a permitir completar la operación de una lista de productos favoritos en no más de 5 pasos.,RNF,1,RNF,1,0.885233,functional_action,,,,
control,El sistema está obligado a permitir completar la operación de una orden de laboratorio en no más de 5 pasos.,RNF,1,RNF,1,0.914026,functional_action,,,,
control,El sistema está obligado a realizar copias de seguridad automáticas de un plan de pagos con frecuencia diaria.,RNF,1,RNF,1,0.808353,security,,,,
control,El sistema está obligado a realizar copias de seguridad automáticas de una dirección de envío con frecuencia diaria.,RNF,1,RNF,1,0.87709,security,,,,
control,El sistema necesita realizar copias de seguridad automáticas de una matrícula para el nuevo período con frecuencia diaria.,RNF,1,RNF,1,0.782529,security,,,,
control,El sistema necesita registrar en una bitácora de auditoría todo intento de acceso no autorizado a una lista de productos favoritos.,RNF,1,RNF,1,0.698092,mixed:security+functional_action,,,,
control,El sistema necesita responder a las solicitudes del usuario en un máximo de 5 segundos.,RNF,1,RNF,1,0.990787,performance,,,,
control,El sistema tiene que cifrar la información de un grupo de trabajo colaborativo utilizando el algoritmo AES-256.,RNF,1,RNF,1,0.776949,security,,,,
control,El sistema tiene que cifrar la información de una cita médica utilizando el algoritmo AES-256.,RNF,1,RNF,1,0.718373,security,,,,
control,El sistema tiene que permitir completar la operación de una reseña de producto en no más de 4 pasos.,RNF,1,RNF,1,0.770268,functional_action,,,,
control,El sistema tiene que permitir completar la operación de una tarea con fecha límite en no más de 5 pasos.,RNF,1,RNF,1,0.842969,functional_action,,,,
"control,""El sistema tiene que ser accesible para personas con discapacidad visual, conforme a las pautas WCAG 2.1."",RNF,1,RNF,1,0.960785,usability_quality,,,,"
control,El sistema tiene que ser razonablemente seguro frente a accesos no autorizados.,RNF,1,RNF,1,0.993366,mixed:security+usability_quality,,,,
control,El tiempo de procesamiento de un grupo de trabajo colaborativo no debe superar los 4 segundos bajo carga normal.,RNF,1,RNF,1,0.94351,performance,,,,
control,El tiempo de procesamiento de un grupo de trabajo colaborativo no tiene que superar los 4 segundos bajo carga normal.,RNF,1,RNF,1,0.964799,performance,,,,
"control,""En caso de mantenimiento programado, el sistema deberá notificar a los usuarios con al menos 72 horas de anticipación."",RNF,1,RNF,1,0.827885,other,,,,"
control,Las consultas sobre un curso virtual tienen que completarse en un tiempo inferior a 3 segundos en el 95% de los casos.,RNF,1,RNF,1,0.989283,performance,,,,
control,Las consultas sobre una rúbrica de evaluación tienen que completarse en un tiempo inferior a 4 segundos en el 95% de los casos.,RNF,1,RNF,1,0.966889,performance,,,,
