text,label
'Criterio de idoneidad: la Dra. Susan Poslusny y Karen Sysol son las únicas personas que tendrán acceso a la programación de la sección final de clases para el sistema que interactúa con CampusConnect.',1
«El sistema dispondrá de controles básicos de integridad de los datos para reducir la posibilidad de que se introduzcan datos incorrectos o no válidos.»,1
El sistema protegerá la información privada de acuerdo con la política de información de la organización.',1
"""El sistema se construirá de manera que sea lo más seguro posible contra interferencias maliciosas"".",1
El sistema utilizará el software de protección antivirus estándar de la organización para ayudar a controlar las amenazas a sí mismo.',1
'Una cohorte estará asociada a un programa de estudios ofrecido por el departamento.',0
"""Los administradores del programa y los miembros del personal de enfermería podrán agregar una lista de estudiantes a una cohorte"".",0
'Los administradores del programa y los miembros del personal de enfermería podrán agregar un solo estudiante a una cohorte',0
Los estudiantes agregados a una cohorte serán elegibles para el programa de estudios de la cohorte.',0
"""Los administradores del programa y los miembros del personal de enfermería podrán especificar la secuencia preferida de clases para una cohorte determinada"".",0
"""Para cada clase dentro de una secuencia para una cohorte, los administradores del programa y los miembros del personal de enfermería podrán especificar qué trimestre se ofrecerá esa clase"".",0
'Los administradores del programa y los miembros del personal de enfermería podrán agregar nuevas clases a una secuencia de clases',0
'Los administradores del programa y los miembros del personal de enfermería podrán agregar clases o secciones clínicas a una secuencia de clases',0
'Los administradores del programa y los miembros del personal de enfermería podrán agregar una nueva cohorte al sistema identificada por mes y año de inicio.',0
'Los administradores del programa y los miembros del personal de enfermería podrán agregar nuevas clases para el departamento de enfermería al sistema.',0
"""Una clase será una clase no clínica o una clase clínica"".",0
"""Una clase no clínica deberá especificar el nombre del curso, los requisitos de la sala de conferencias y las necesidades del instructor"".",0
"""Una clase clínica deberá especificar el nombre del curso, los requisitos de la sala de conferencias, las necesidades del sitio clínico, las necesidades del instructor y las necesidades del instructor del laboratorio clínico"".",0
'Los administradores del programa/miembros del personal de enfermería podrán crear un nuevo programa de estudios.',0
"""Un programa de estudios consistirá en el nombre del programa y una lista de las clases requeridas (tanto clínicas como no clínicas) que deben completarse"".",0
'Los administradores del programa y los miembros del personal de enfermería tendrán la capacidad de especificar qué clases se requieren para un programa de estudio',0
El sistema podrá mostrar un informe de las clases necesarias para un trimestre determinado para todas las cohortes de todos los programas para fines de planificación de los administradores del programa/miembros del personal de enfermería.',0
"'El informe de clases necesarias incluirá (pero no se limitará a) las clases que se ofrecerán, la cantidad de secciones necesarias, la cantidad de laboratorios necesarios y los tipos de salas necesarias.'",0
"""Las clases para un grupo determinado no entrarán en conflicto con respecto a la hora y el día en que se ofrecen"".",0
"""Los administradores del programa y los miembros del personal de enfermería podrán agregar un nuevo sitio clínico al sistema"".",0
"""La información del sitio clínico incluirá (pero no se limitará a) el nombre de la persona de contacto del sitio y la información de contacto"".",0
'Los administradores del programa y los miembros del personal de enfermería podrán agregar una nueva sección de laboratorio clínico para una clase clínica existente en el sistema.',0
"'Una sección de laboratorio clínico deberá incluir el nombre del sitio clínico, el día y la hora del instructor de la clase del laboratorio.'",0
'Los administradores del programa y los miembros del personal de enfermería podrán agregar un estudiante que se haya registrado para una clase clínica a una sección de laboratorio clínico para esa clase.',0
"""El sistema permitirá que un administrador del programa o un miembro del personal de enfermería elimine a un estudiante de una sección de laboratorio clínico"".",0
'El sistema permitirá a un administrador del programa/miembro del personal de enfermería trasladar a un estudiante de una sección de laboratorio clínico a otra sección de laboratorio clínico correspondiente a la misma clase clínica.',0
'Los administradores del programa/miembros del personal de enfermería podrán cancelar una sección de laboratorio clínico sólo si no hay estudiantes registrados para esa sección de laboratorio clínico.',0
'Un administrador del programa/miembro del personal de enfermería podrá agregar un nuevo estudiante de enfermería al sistema.',0
"""Un miembro del personal tendrá la capacidad de gestionar el progreso de un estudiante a tiempo parcial, lo que incluye modificar su secuencia de clases y el cronograma de clases"".",0
"'El sistema podrá mostrar un resumen imprimible para cohortes individuales que incluirá a los estudiantes inscritos en el Programa de estudio, la secuencia de clases, el progreso de la cohorte a través del programa y el cronograma de finalización.'",0
"""El sistema podrá mostrar un resumen imprimible para sitios clínicos individuales que incluirá información sobre los laboratorios que se encuentran en ese sitio durante el trimestre determinado (información general del sitio clínico sobre los laboratorios que se encuentran en esa ubicación, fechas y horas de todos los laboratorios que se encuentran allí)"".",0
"'El sistema podrá mostrar un resumen imprimible para laboratorios clínicos individuales que incluirá (pero no se limitará a) el nombre de la clase, el número de la clase, la sección del laboratorio, la lista de los estudiantes inscritos, los días del instructor, la hora y la ubicación.'",0
'El sistema podrá mostrar un resumen imprimible para estudiantes de enfermería individuales que incluirá (pero no se limitará a) el nombre del estudiante ID del estudiante fecha de admisión clases créditos GPA y la cohorte en la que está inscrito el estudiante.',0
"""El sistema podrá mostrar un resumen imprimible del registro del sistema"".",0
"'El sistema contendrá información de contacto (correo electrónico y número de teléfono) de todas las personas relevantes para el sistema, incluidos (pero no limitados a) miembros del personal, estudiantes, instructores, instructores de laboratorio clínico y administradores de sitios clínicos.'",0
"""El sistema utilizará las direcciones de correo electrónico almacenadas como medio principal para comunicar información a las partes afectadas"".",0
"""El sistema notificará a las partes afectadas con fines de comunicación de rutina, incluido, entre otros, informar a los estudiantes sobre las próximas clases ofrecidas (cronograma) y cuál será/será su horario"".",0
"""El sistema notificará a las partes afectadas cuando se produzcan cambios que afecten a las clínicas, incluidos, entre otros, cambios en la capacidad de las secciones clínicas y cancelaciones de secciones clínicas"".",0
"""El sistema notificará a las partes afectadas cuando se produzcan cambios que afecten a las clases, incluidos, entre otros, cancelaciones de clases, cambios en los detalles de la sección de clases y cambios en las ofertas de clases para un trimestre determinado"".",0
"El sistema notificará a las partes afectadas cuando se produzcan cambios que afecten a las cohortes, incluidos, entre otros, cambios en la secuencia del programa de estudio de una cohorte y cambios en el cronograma de una semana determinada (el laboratorio se canceló esta semana debido a una enfermedad del instructor).",0
"El sistema notificará a las partes afectadas cuando se produzcan cambios que afecten a estudiantes específicos, incluidos, entre otros, el cambio del estado de un estudiante de tiempo completo a tiempo parcial y el traslado de un estudiante a una sección clínica diferente.",0
"'Los administradores del programa/miembros del personal de enfermería tendrán la capacidad de modificar la información relacionada con las cohortes, incluido el identificador de la cohorte, el programa de estudio, la secuencia preferida de clases y los trimestres en los que una cohorte tomará clases específicas.'",0
"'Los administradores del programa/miembros del personal de enfermería tendrán la capacidad de modificar la información relacionada con un programa de estudio dentro del Departamento de enfermería, incluido el nombre del programa de estudio y las clases requeridas para ese programa de estudio.'",0
"'Los administradores del programa/miembros del personal de enfermería tendrán la capacidad de modificar la información relacionada con un sitio clínico, incluido el nombre del sitio clínico, la información de contacto de la persona de contacto del sitio y la dirección.'",0
"'Los administradores del programa/miembros del personal de enfermería tendrán la capacidad de modificar la información relacionada con una sección del laboratorio clínico, incluido el nombre del sitio clínico, el departamento/sección del laboratorio, el día y la hora del instructor de la clase del laboratorio y la información de contacto.'",0
"'Los administradores del programa/miembros del personal de enfermería tendrán la capacidad de modificar la información relacionada con un estudiante de enfermería, incluida la identificación del estudiante, el nombre del estudiante, el número de teléfono, el estado del correo electrónico (tiempo completo o parcial) y el programa de estudio.'",0
'La aplicación Disputas deberá cumplir con los estándares corporativos para la creación de interfaces de usuario para aplicaciones utilizadas interna y externamente.',1
"""Todas las pantallas creadas como parte de la aplicación Disputas deben cumplir con los estándares corporativos para la creación de interfaces"".",1
"""La lista de casos de disputa que se muestra después de realizar una búsqueda debe estar codificada por colores para una fácil identificación de los casos de disputa según el estado del caso de disputa"".",1
"""El 100% de los titulares de tarjetas y representantes de servicios comerciales utilizarán la aplicación Disputas con regularidad después de un curso de formación de dos días"".",1
"""El 100% de los representantes de servicios para titulares de tarjetas podrán crear con éxito un caso de disputa en el primer encuentro después de completar el curso de capacitación"".",1
"""El 100% de los representantes de servicios comerciales deberán poder realizar con éxito una acción de seguimiento en un caso de disputa en el primer encuentro después de completar el curso de capacitación"".",1
"""El tiempo máximo de espera para que un usuario navegue de una pantalla a otra dentro de la aplicación Disputas no será superior a 5 segundos"".",1
"""La aplicación Disputes admitirá 350 usuarios simultáneos sin ninguna degradación del rendimiento de la aplicación"".",1
"'La aplicación Disputas estará disponible las 24 horas del día, los 7 días de la semana, los 365 días del año, con excepción de los siguientes períodos de mantenimiento programados. Lunes – Sábado 3:00 a. m. a 4:00 a. m. EST Domingo 1:00 a. m. a 5:00 a. m. EST",1
'La aplicación de Disputas interactuará con la Base de Datos de Declaraciones. La base de datos de estados de cuenta proporciona los detalles de la transacción al Sistema de Disputas. Todos los detalles de la transacción deben obtenerse de la base de datos de estados de cuenta.,1
«La aplicación de Disputas interactuará con la base de datos de información de titulares de tarjetas. La base de datos de información del titular de la tarjeta proporciona información detallada con respecto a un titular de la tarjeta. Toda la información detallada del titular de la tarjeta debe obtenerse de la base de datos de información del titular de la tarjeta.,1
'Las aplicaciones de disputas interactuarán con la base de datos de información comercial. La base de datos de información del comerciante proporciona información detallada con respecto al comerciante. Toda la información detallada sobre los comerciantes se obtendrá de la base de datos de información sobre comerciantes.».,1
'La aplicación Disputas interactuará con la aplicación Cartas. Esto permitirá que la aplicación de Disputas solicite cartas como parte del proceso de inicio y seguimiento de la disputa. Todas las solicitudes de cartas deben enviarse a la aplicación Print Letter Utility.',1
La aplicación Disputas interactuará con el Sistema de facturación y publicación de titulares de tarjetas. Esto permitirá que la aplicación Disputas solicite ajustes a las cuentas del titular de la tarjeta y del comerciante. Todas las solicitudes de ajuste deben enviarse al Sistema de facturación y publicación de titulares de tarjetas.',1
"""La aplicación Disputas garantizará que sólo los usuarios con el nivel de acceso adecuado puedan iniciar solicitudes de disputa"".",1
"""Sólo los usuarios con acceso a Actualización deben poder iniciar solicitudes de disputa"".",1
"""La aplicación de Disputas garantizará que sólo los usuarios autorizados puedan iniciar sesión en la aplicación"".",1
"'Todos los usuarios autorizados, una vez autenticados, deben poder iniciar sesión en el Sistema de Disputas'",1
El Sistema de Disputas generará un Informe de Usuario que detallará los nuevos usuarios que se hayan agregado y cualquier cambio en el nivel de acceso de un usuario existente. El informe será revisado con fines de auditoría.',0
Todas las incorporaciones de nuevos usuarios y las modificaciones del acceso de los usuarios se registrarán en el Informe de Usuario.',0
"""Si se revoca una cuenta de usuario, solo el administrador del sistema puede volver a crear una instancia"".",1
'Solo el administrador del sistema podrá restablecer una cuenta de inicio de sesión de usuario revocada',1
'La aplicación Disputas manipulará y visualizará los datos comerciales. Los usuarios no tendrán acceso directo a archivos de datos o bases de datos.',1
'Todas las actualizaciones de archivos de datos o bases de datos deben iniciarse desde el Sistema de Disputas.',0
'La solicitud de Controversias deberá ajustarse a los requisitos legales establecidos en el Reglamento de Operación Comerciante.',1
'Todas las reglas de negocio especificadas en el Sistema de Controversias deberán ajustarse al Reglamento de Funcionamiento del Comerciante.',1
'La solicitud de Disputas debe cumplir con los requisitos legales especificados por el Reglamento E y el Reglamento Z que rigen el procesamiento de disputas de tarjetas de crédito.',1
'Todas las reglas comerciales especificadas en el Sistema de Disputas deberán cumplir con las pautas del Reglamento E y el Reglamento Z.',1
'La aplicación Disputes debe mantener un historial detallado de cada acción que realiza un usuario en un caso de disputa. Esto garantiza un seguimiento de auditoría completo si más adelante surgen preguntas con respecto a un caso de disputa en particular.',1
'Todas las acciones que modifiquen un caso de disputa existente deben registrarse en el historial del caso.',1
'El Sistema de Controversias debe ser accesible tanto para usuarios internos como externos.',1
"""El Sistema de Disputas debe impedir que los usuarios accedan a casos de disputas que no pertenezcan a su base de titulares de tarjetas"".",1
"""El Sistema de Disputas facilitará la entrada directa de datos de un caso de disputa a través de una interfaz de usuario que admita respuestas en tiempo real a los usuarios"".",1
'El Sistema de Disputas debe proporcionar diferentes niveles de acceso con respecto a la iniciación de casos de disputas y las acciones de seguimiento.',1
'El Sistema de Disputas proporcionará capacidad de acceso a la vista para los usuarios autorizados de la aplicación.',1
'El Sistema de Disputas proporcionará capacidad de acceso a actualizaciones para los usuarios autorizados de la aplicación.',1
"""El Sistema de Disputas debe permitir a los usuarios seleccionar transacciones discutibles (según la antigüedad de la transacción) desde una interfaz de usuario e iniciar una disputa (solicitud de recuperación de boleto o notificación de devolución de cargo) sobre la transacción seleccionada"".",0
"""El Sistema de Disputas debe brindar al usuario la capacidad de iniciar un único caso de disputa sobre múltiples transacciones que pertenecen a un solo comerciante"".",0
"'El Sistema de Disputas brindará al usuario la posibilidad de crear o iniciar una solicitud de recuperación de boletos. Como parte del proceso de creación de recuperación de boletos, el sistema debe solicitar al usuario que ingrese toda la información requerida para crear la solicitud de recuperación de boletos. La solicitud de recuperación de boleto es un documento que se envía al comerciante consultando la validez de una transacción.'",0
"'El Sistema de Disputas debe permitir al usuario crear tres tipos únicos de solicitudes de recuperación de billetes. Los tres tipos de solicitudes de recuperación de boletos son (1) Solicitud de recibo original (2) Solicitud de una copia del recibo o (3) Solicitud de un portafolio. Una cartera consta de documentación que proporcionaría prueba de una compra, como la documentación que se recibe de una agencia de alquiler de coches y que es más que un recibo de compra.'",0
'El Sistema de Controversias debe impedir que usuarios externos soliciten recibos originales. Las solicitudes de recibos originales están restringidas a usuarios internos.',0
"'El Sistema de Disputas debe proporcionar una confirmación al usuario al crear una solicitud de recuperación de boletos que contenga la siguiente información; el número del caso de disputa, el tipo de recuperación solicitada (copia original o portafolio) y la fecha de vencimiento de la respuesta del comerciante.'",0
'El Sistema de Disputas permitirá al usuario crear o iniciar una solicitud de devolución de cargo. El sistema debe solicitar al usuario que ingrese la información requerida para iniciar una solicitud de devolución de cargo. La solicitud de devolución de cargo da como resultado una notificación de devolución de cargo impresa que se envía al comerciante indicando que se le reembolsará el cargo a su cuenta si no se proporciona prueba de que la transacción en disputa es válida.',0
"'El Sistema de Disputas debe proporcionar una confirmación al usuario tras la creación de una solicitud de devolución de cargo. La confirmación debe contener la siguiente información; el número de caso de disputa, el tipo de devolución de cargo solicitada (pendiente o inmediata) y la fecha en que vence la respuesta del comerciante.'",0
'El Sistema de Disputas evitará la creación de solicitudes de disputa duplicadas el 100% del tiempo.',1
'El Sistema de Disputas proporcionará con precisión una lista de posibles códigos de motivo para una transacción determinada. La lista de posibles códigos de motivo debe derivarse en función del tipo de transacción y la industria a la que pertenece el comerciante de acuerdo con las reglas comerciales definidas para el Sistema de Disputas.',1
"""El Sistema de Disputas debe ofrecer la posibilidad de ver los casos de disputas existentes"".",0
"'El Sistema de Disputas debe proporcionar la funcionalidad de Búsqueda. El método de búsqueda debe incluir la capacidad de buscar por (1) el número de caso de disputa (2) el número de cuenta del comerciante (3) el número de cuenta del titular de la tarjeta y (4) el número del emisor. Además de los criterios anteriores, la funcionalidad de búsqueda debe permitir al usuario limitar los resultados de la búsqueda por un rango de fechas, el tipo de disputa (solicitud de recuperación de boleto o notificación de devolución de cargo), el estado del caso (abierto, cerrado o todos) y el código de motivo de la disputa.'",0
"'Se debe proporcionar al usuario una lista de todos los casos de disputas que cumplan con los criterios de búsqueda ingresados. La lista de casos debe diferenciar el tipo y/o estado del caso mediante un código de colores en la línea de pedido de la lista. Por ejemplo, todos los casos abiertos serán amarillos y todos los casos cerrados serán grises.'",1
"""El Sistema de Disputas proporcionará a los usuarios la posibilidad de ver el historial de todas las actividades que han ocurrido en el caso de disputa"".",0
'El Sistema de Disputas proporcionará a los usuarios la posibilidad de dar seguimiento a un caso de disputa mediante acciones de seguimiento. La lista de acciones de seguimiento disponibles para un caso de disputa determinado debe filtrarse según el estado del caso y el nivel de acceso del usuario.',0
"'El Sistema de Disputas registrará el nombre del usuario y la fecha de cualquier actividad que cree o modifique el caso de disputa en el sistema. Se debe mantener un historial detallado de las acciones tomadas en el caso, incluida la fecha y el usuario que realizó la acción, a efectos de auditoría.'",0
"'Para cualquier acción sistemática (no iniciada por el usuario) que ocurra en un caso, como el proceso de antigüedad de disputas, se generará una actividad de caso. En el próximo inicio de sesión, se debe notificar al usuario que inició el caso de disputa que se ha producido una acción sistemática en el caso de disputa.'",0
"""Todas las solicitudes de cartas deben formatearse de acuerdo con las pautas especificadas por el sistema Print Letter Utility"".",1
"""Cualquier caso de disputa que haya estado cerrado durante más de 6 meses debe eliminarse de la base de datos de disputas en línea"".",0
"""El producto debe ser compatible con Internet Explorer 5.5 y superior"".",1
"""El producto debe ser compatible con Mozilla Firefox 1.0 y superior"".",1
«El producto deberá interactuar con el sistema Choice Parts. Esto proporciona la alimentación de datos de piezas recicladas.',1
"""El producto se ejecutará en el hardware existente para todos los entornos"".",1
'El producto deberá adherirse a los lineamientos de Arquitectura corporativa',1
'El producto deberá cumplir con las pautas corporativas de interfaz de usuario',1
'El producto deberá cumplir con el esquema de color corporativo',1
'La apariencia del producto deberá parecer profesional',1
«El producto será fácil de utilizar para los ajustadores y estimadores de colisiones. El 95% de los ajustadores y estimadores de colisiones encontrarán el producto fácil de usar.',1
'El producto aumentará la productividad de los estimadores de colisiones. El 80% de los estimadores de colisiones aceptarán que su productividad ha aumentado dentro de 1 mes de usar el producto.,1
'Los usuarios deberán sentirse satisfechos utilizando el producto. El 85% de todos los usuarios estarán satisfechos con el producto.',1
'El producto será fácil de aprender para los ajustadores y estimadores de colisiones. El producto se aprenderá con dos días de formación in situ.,1
«El usuario localizará fácilmente las instrucciones mientras utiliza el producto. La ayuda para el usuario se puede encontrar en el 90% del sistema.',1
«La búsqueda de piezas recicladas no durará más de quince segundos. Los resultados de la búsqueda se obtendrán en menos de quince segundos.,1
«La búsqueda del centro de reparación preferido no durará más de ocho segundos. El centro de reparación preferido se devuelve en 8 segundos.,1
«El informe de auditoría de piezas recicladas se devolverá al usuario en un plazo de diez segundos. El informe de auditoría se entregará en un plazo de diez segundos.».,1
'Las calificaciones del centro de reparación preferido se guardarán en 5 segundos. La salvación se producirá en 5 segundos.',1
'El producto deberá cumplir con el cronograma corporativo de disponibilidad en línea. La aplicación se desactiva sólo dentro del 98% de las interrupciones programadas según el cronograma de disponibilidad.',1
'El producto alcanzará un tiempo de actividad del 98%. El producto no deberá fallar más del 2% del tiempo disponible en línea.',1
«El producto podrá gestionar hasta 1.500 usuarios simultáneos. El sistema funcionará con 1.500 usuarios a la vez.',1
«El número medio de registros de piezas recicladas al día será de 50 000.».,1
"""El producto podrá gestionar 10.000 usuarios simultáneos en un plazo de dos años desde su lanzamiento inicial"".",1
"""Para los estimadores, el producto deberá poder utilizarse en una instalación de reparación en condiciones de suciedad y ruido"".",1
"""El producto interactuará con el sistema ChoiceParts una vez al día aproximadamente a la 1:00 a. m."".",1
'El mantenimiento del producto se realizará dentro de las ventanas de mantenimiento corporativas establecidas.',1
"""El producto será compatible mediante el centro de soporte corporativo"".",1
"""Las instalaciones y actualizaciones de productos serán manejadas por el equipo de tecnología de middleware dentro de los plazos de lanzamiento establecidos"".",1
'Sólo los ajustadores pueden solicitar informes de auditoría de piezas recicladas. Ningún usuario sin función de ajustador podrá solicitar auditorías de piezas recicladas.',1
'Solo los ajustadores con función de supervisor pueden actualizar las calificaciones de las instalaciones de reparación preferidas. Los usuarios sin el rol de supervisor no pueden acceder a las calificaciones del centro de reparación.',1
«Únicamente los estimadores de colisiones buscarán piezas recicladas. Los usuarios que no tengan la función de estimador de colisiones no tendrán acceso a la búsqueda de piezas recicladas.».,1
«Sólo se introducirán en el sistema datos válidos. No se introducirán en el sistema datos no válidos.»,1
"""Una compañía de seguros no podrá ver los datos de reclamaciones de otra compañía de seguros"".",1
'El producto estará libre de virus informáticos.',1
"""El sistema evitará ataques maliciosos, incluida la denegación de servicio"".",1
'El producto debe cumplir con Sarbanes-Oxley.',1
"""El producto deberá cumplir con las leyes de estimación relacionadas con el uso de piezas recicladas"".",1
'El producto deberá cumplir con las normas de seguros relativas al procesamiento de reclamaciones.',1
'El usuario buscará el centro de reparación preferido utilizando la ubicación del vehículo y el radio en millas',0
"«Los datos del vehículo incluirán el año, la marca y el modelo».",0
"'La ubicación del vehículo incluirá la dirección, la ciudad, el estado y el código postal'",0
