text,label
"""El producto deberá ser robusto. El producto deberá poder evitar fallas basándose en la adopción de estándares"".",1
«Las fórmulas de los productos permitirán el uso de semiproductos que tengan fórmulas propias.»,0
'La solicitud de Controversias deberá ajustarse a los requisitos legales establecidos en el Reglamento de Operación Comerciante.',1
«El informe de auditoría incluirá el porcentaje de piezas recicladas disponibles utilizadas en el presupuesto».,0
"""El producto notificará a los empleados sobre las invitaciones a reuniones"".",0
"'El sistema resolverá el código postal de la dirección de la calle, ciudad y estado si se desconoce el código postal.'",0
«El producto deberá garantizar la seguridad de la información. El producto permitirá la privacidad mediante cifrado WS-Security y Integrity Checking.',1
"""El lado de la tabla de la pantalla se dividirá en dos regiones: secuencial y temporal"".",1
"""El sistema actualizará automáticamente la página principal del sitio web todos los viernes y mostrará las 4 últimas películas que se han agregado al sitio web"".",0
"""Un programa de estudios consistirá en el nombre del programa y una lista de las clases requeridas (tanto clínicas como no clínicas) que deben completarse"".",0
"""Las clases para un grupo determinado no entrarán en conflicto con respecto a la hora y el día en que se ofrecen"".",0
'El sistema localizará la instalación de reparación preferida con las calificaciones más altas para los criterios de entrada',0
"El sistema deberá responder. En el Centro de Teleservicios de DePaul, cuando un supervisor utiliza el sistema para ver la programación de las personas que llaman, el tiempo de respuesta del sistema no debe ser superior a 2 segundos el 90 % del tiempo y no superior a 5 segundos el resto del tiempo.",1
El sistema utilizará el software de protección antivirus estándar de la organización para ayudar a controlar las amenazas a sí mismo.',1
«La interfaz será fácil de utilizar. El 90% de los usuarios debería poder utilizar con éxito el sistema para generar un informe sobre su primer uso. La interfaz debe cumplir con los estándares de usabilidad de IBM.',1
"""El sistema utilizará símbolos y palabras que sean naturalmente comprensibles para la comunidad de usuarios"".",1
"""El producto utilizará símbolos y palabras que sean naturalmente comprensibles para la comunidad de agentes inmobiliarios"".",1
'El sistema mostrará datos de las aplicaciones Sync Matrix 1.0 y Ejercicio Management Tool 1.0',1
"""El producto permitirá al usuario seleccionar un idioma elegido de uno de los países del mercado de destino"".",1
'El Sistema de Disputas proporcionará capacidad de acceso a la vista para los usuarios autorizados de la aplicación.',1
'Toda la información de la tarjeta de crédito estará protegida en el servidor y solo podrán acceder a ella los administradores autorizados de Izogn. La información se cifrará en la base de datos.',1
"""El producto permitirá al organizador invitar a otros empleados a reuniones"".",0
"""El sitio web permitirá a los clientes buscar películas por actor o director"".",0
"El sistema notificará a las partes afectadas cuando se produzcan cambios que afecten a las cohortes, incluidos, entre otros, cambios en la secuencia del programa de estudio de una cohorte y cambios en el cronograma de una semana determinada (el laboratorio se canceló esta semana debido a una enfermedad del instructor).",0
'El producto debe cumplir con Sarbanes-Oxley.',1
'El usuario deberá ingresar nuevas calificaciones basadas en el informe de auditoría',0
Todo usuario registrado tendrá acceso al sitio de soporte del producto a través de Internet. El 70% de los usuarios registrados encontrarán una solución a su problema dentro de los 5 minutos siguientes a utilizar el sitio de soporte.',1
"""Al comprar una película en streaming o una tarjeta prepaga mediante tarjeta de crédito, el tiempo de procesamiento debe tener un tiempo de respuesta máximo de 15 segundos"".",1
"El sistema permitirá a los clientes registrarse en el sitio web como usuario de ""pago por uso"" en menos de cinco minutos.'",1
'El sitio web será atractivo para todos los públicos. El sitio web debe parecer divertido y los colores deben ser brillantes y vibrantes.',1
'El sistema mostrará Eventos o Actividades.',0
"""El servidor de streaming admitirá 50 conexiones de streaming simultáneas"".",1
"""La información del sitio clínico incluirá (pero no se limitará a) el nombre de la persona de contacto del sitio y la información de contacto"".",0
'El producto debe cumplir con los estándares y requisitos de la página de intranet de ENET Securities. El 95% de la apariencia del producto será aprobado por el grupo de Arquitectura antes de su implementación. El 5% restante será corregido y aprobado dentro del mes siguiente al lanzamiento del producto.,1
"""Para cada tiro, el producto marcará el tiro como acertado o fallido en la cuadrícula ofensiva del jugador ofensivo"".",0
«La búsqueda del centro de reparación preferido no durará más de ocho segundos. El centro de reparación preferido se devuelve en 8 segundos.,1
"'Todos los usuarios autorizados, una vez autenticados, deben poder iniciar sesión en el Sistema de Disputas'",1
"'El sistema podrá mostrar un resumen imprimible para cohortes individuales que incluirá a los estudiantes inscritos en el Programa de estudio, la secuencia de clases, el progreso de la cohorte a través del programa y el cronograma de finalización.'",0
'El sistema permitirá a los clientes pagar una película en streaming con una tarjeta prepago.',0
El sistema protegerá la información privada de acuerdo con la política de información de la organización.',1
"""Para los estimadores, el producto deberá poder utilizarse en una instalación de reparación en condiciones de suciedad y ruido"".",1
El producto debe garantizar que solo los supervisores puedan ver el horario de todas las personas que llaman. El producto debe garantizar que los supervisores puedan acceder a anunciar franjas horarias vacías.,1
"'El producto proporcionará servicios de monitoreo basados ​​en GUI. Los administradores del sistema monitorearán los intercambios de mensajes, predecirán y determinarán los problemas y también brindarán soporte interno y externo.'",1
«Todos los usuarios de CCR recibirán formación antes de que se implemente el sistema WCS. Se llevará a cabo una sesión de capacitación para el 100 % de los usuarios de CCR antes de la implementación del sistema (según la disponibilidad de un usuario de CCR).,0
«El sistema recuperará los resultados de la búsqueda de piezas recicladas proporcionados al perito.»,0
"""La notificación del final del juego incluirá la razón por la que finalizó el juego (es decir, un jugador ganó el juego o un jugador finalizó el juego)"".",0
"""Cada vez que se reserve una sala de conferencias, el horario de la sala de conferencias se actualizará para reflejar la hora y la fecha de la reserva"".",0
"""Un miembro del personal tendrá la capacidad de gestionar el progreso de un estudiante a tiempo parcial, lo que incluye modificar su secuencia de clases y el cronograma de clases"".",0
"«El producto estará disponible para jugadores que entiendan inglés, español y francés. El producto permitirá al usuario seleccionar el idioma al acceder al producto.'",1
'El tablero de mensajes contendrá los 5 mensajes publicados más recientemente en la página de la liga. Los mensajes contendrán hasta los primeros 150 caracteres del mensaje.',0
«El perito deberá incluir en el encargo de presupuesto el centro de reparación preferido.»,0
"""El producto se ejecutará en el hardware existente para todos los entornos"".",1
"""El sitio web debe interactuar con la API CyberSource para procesar transacciones con tarjeta de crédito"".",1
"""Una vez que se inicia un juego, el producto mostrará una cuadrícula ofensiva a cada jugador"".",0
"""El tiempo máximo de espera para que un usuario navegue de una pantalla a otra dentro de la aplicación Disputas no será superior a 5 segundos"".",1
'El Sistema utilizará equipos informáticos de propiedad actual.',1
"""El producto podrá admitir 1.000 usuarios simultáneos"".",1
'Las calificaciones se realizarán en una escala del 1 al 10',0
'El sistema notificará al agente inmobiliario cuando un vendedor o comprador responda a una solicitud de cita',0
'Los administradores del programa/miembros del personal de enfermería son las únicas personas que tendrán acceso a los detalles del sitio clínico.',1
"""El producto deberá cumplir con la Ley de Estadounidenses con Discapacidades"".",1
"""El producto podrá enviar notificaciones de reuniones a través de diferentes tipos de métodos especificados por el usuario final"".",0
"""Si la puntuación de los clientes potenciales se sitúa dentro del promedio medio, un coordinador de inscripción la configurará para verificación manual a través del sistema eleads"".",0
'Se debe poder agregar un nuevo usuario al sistema en 10 minutos. El 90% de los nuevos usuarios pueden iniciar sesión en el sistema en 10 minutos.',1
'El Sistema controlará de forma granular los derechos de acceso a todos los subsistemas principales. Debería ser posible asignar derechos de acceso a todos los subsistemas de forma independiente.',1
"""La función de lavado de clientes potenciales tendrá una interfaz en la que se podrán mantener los parámetros de los datos de los clientes potenciales"".",0
«El informe de auditoría se mostrará al usuario.»,0
"""Cualquier interfaz entre un usuario y el sistema automatizado tendrá un tiempo de respuesta máximo de 5 segundos, a menos que se indique una excepción a continuación"".",1
"""El producto tendrá una interfaz de usuario intuitiva"".",1
'El proveedor presentará un registro de validación de crédito que se aplicará al sistema de facturación empresarial.',0
El sistema WCS estará disponible en todo momento mientras la intranet interna W3 de IBM sea accesible. El sistema WCS estará disponible el 95% del tiempo que la intranet interna W3 de IBM esté disponible.',1
"""Se utilizará una base de datos primaria para almacenar datos en caché para los usuarios activos"".",1
'2 de cada 3 administradores de programas/miembros del personal de enfermería podrán utilizar con éxito el sistema para gestionar la programación de clases y clínicas.',1
'El número de errores observados por los estudiantes se reducirá en un 50% durante el primer año.',1
"""El personal de Velkat estará disponible para soporte telefónico entre las 7 am y las 7 pm de lunes a viernes para brindar soporte técnico a los administradores de Izogn"".",1
'El producto procesará los mensajes en 2 segundos. El producto tendrá un tiempo máximo de procesamiento de mensajes de 2 segundos',1
"""El cliente podrá comprobar el estado de su tarjeta prepago introduciendo el número PIN en menos de 5 segundos"".",1
"'Los administradores del programa/miembros del personal de enfermería tendrán la capacidad de modificar la información relacionada con un programa de estudio dentro del Departamento de enfermería, incluido el nombre del programa de estudio y las clases requeridas para ese programa de estudio.'",0
"«Cuando un disparo se marque como fallido, el producto simulará el sonido de un disparo que falla en el objetivo.»",1
'El Sistema permitirá la generación de documentos de Ajuste de Cantidad de Inventario a pedido.',0
"""El producto utilizará un menú de navegación estándar familiar para la mayoría de los usuarios de la web"".",1
"""Cuando el impacto da como resultado el hundimiento de un barco, el producto marcará el barco como hundido en la cuadrícula defensiva del jugador defensivo"".",0
"""Aparte del fallo del servidor, el producto de software alcanzará un tiempo de funcionamiento del 99,99%"".",1
"'Para clientes potenciales que se procesan durante más de 25 segundos, el sistema registrará el evento y la duración'",0
"""El producto deberá proporcionar servicios de monitoreo. El producto será fácil de usar para los administradores de sistemas y DBA después de dos semanas de uso"".",1
"""La aplicación Disputes admitirá 350 usuarios simultáneos sin ninguna degradación del rendimiento de la aplicación"".",1
'El producto enviará una confirmación de la reunión al organizador de la reunión.',0
"""Si un cliente potencial obtiene una puntuación alta, el sistema proporcionará los datos del cliente potencial y la puntuación al sistema empresarial"".",0
"""La lista de casos de disputa que se muestra después de realizar una búsqueda debe estar codificada por colores para una fácil identificación de los casos de disputa según el estado del caso de disputa"".",1
El sistema tendrá alta disponibilidad todos los días del año. El sistema deberá estar disponible para su uso entre las 00:00 horas y las 18:00 horas todos los días del año.',1
El acceso de los usuarios debe limitarse a los permisos otorgados a sus funciones. A cada nivel de la jerarquía PCG se le asignará una función y los usuarios serán asignados a estas funciones. El acceso a la funcionalidad dentro del sistema RFS depende de los privilegios/permisos asignados al rol.,1
"""El producto deberá tener una combinación de colores y fuentes consistentes"".",1
«El producto será intuitivo y se explicará por sí mismo. : El 90% de los nuevos usuarios podrán iniciar la visualización de Eventos o Actividades dentro de los 90 minutos posteriores al uso del producto.,1
'El Sistema de Disputas permitirá al usuario crear o iniciar una solicitud de devolución de cargo. El sistema debe solicitar al usuario que ingrese la información requerida para iniciar una solicitud de devolución de cargo. La solicitud de devolución de cargo da como resultado una notificación de devolución de cargo impresa que se envía al comerciante indicando que se le reembolsará el cargo a su cuenta si no se proporciona prueba de que la transacción en disputa es válida.',0
«El producto interactuará con CSR y Datastream. El producto intercambiará mensajes entre CSR y EAM en tiempo real sin interfaces directas entre dos sistemas.»,1
"""La función de lavado de clientes potenciales devolverá los datos del cliente potencial proporcionados al proveedor junto con el motivo del rechazo"".",0
'El producto deberá poder admitir múltiples usuarios remotos',0
'El sistema vinculará los eventos a las aplicaciones Sync Matrix 1.0 o Ejercicio Managment Tool 1.0 para realizar modificaciones.',1
"""El sitio web debería atender a todas las tribus de Nigeria"".",1
"""El producto debería poder ser utilizado por el 90% de los usuarios novatos en Internet"".",1
"""Para cada tiro, el producto marcará el tiro como acertado o fallido en la cuadrícula defensiva del jugador defensivo"".",0
"""La función de lavado de clientes potenciales almacenará cualquier posible duplicado de clientes potenciales devuelto por el sistema empresarial"".",0
'El producto seguirá asignando turnos hasta que finalice el juego.',0
"«El producto deberá poder gestionar hasta 1 000 solicitudes simultáneas. Este número aumentará a 2.000 en la versión 2. La capacidad de simultaneidad debe poder manejar las horas punta de programación, como las primeras horas de la mañana y las últimas horas de la tarde.'",1
«El 98 % de las estaciones de trabajo de los usuarios deberán cumplir los requisitos mínimos de hardware antes de su implementación. Espacio mínimo en disco duro: 400 MB.',1
'Todos los usuarios del sistema deberán ser autenticados y autorizados.',1
"La interfaz tendrá un aspecto sencillo. En la encuesta sobre interfaz y usabilidad, el 90% de los probadores beta deben afirmar que la interfaz es suficientemente sencilla.'",1
"""El sitio web proporcionará una sección de ayuda con respuestas y soluciones a problemas comunes"".",0
'El sistema proporcionará gráficos para la Actividad o Evento real frente al tiempo supuesto.',0
'Sólo los ajustadores pueden solicitar informes de auditoría de piezas recicladas. Ningún usuario sin función de ajustador podrá solicitar auditorías de piezas recicladas.',1
'La parte Brio del sistema WCS debe poder exportar archivos en forma de hoja de cálculo (formatos Microsoft Excel y Lotus 1-2-3). Brio proporcionará botones en la interfaz de usuario que producirán/exportarán informes en formatos de archivo .xls o .123.',1
"""El sistema alcanzará un 95% de tiempo de funcionamiento"".",1
"El producto se traducirá a idiomas extranjeros distintos de los idiomas de los países del mercado de destino en futuras versiones. Para cada mercado objetivo emergente, no tardará más de cinco días en configurar el producto para el idioma de ese mercado.'",1
«El informe de auditoría estará a disposición de otros liquidadores más adelante.»,0
«El idioma del producto deberá adaptarse a todos los países del mercado de destino. El 90% de los encuestados de cada país del mercado objetivo considerarán que el lenguaje del producto es aceptable.',1
"""El sitio web alcanzará un tiempo de funcionamiento del 99,5%"".",1
"""Se ejecutarán secuencias de comandos de integridad de datos semanalmente para verificar la integridad de la base de datos"".",1
'El producto deberá proporcionar soporte para cambios dinámicos y la adición de recursos transparentes. El producto deberá admitir la adición de recursos transparentes y soporte para cambios dinámicos para proporcionar escalabilidad y evitar interrupciones del servicio de más de 1 día.',1
"""Los administradores del programa y los miembros del personal de enfermería podrán agregar un nuevo sitio clínico al sistema"".",0
'El tiempo total del ciclo de clientes potenciales debe completarse en 5 minutos para el 90 % del volumen de clientes potenciales entre el horario comercial de 8 a. m. CST a 8 p. m. CST; luego 3 minutos para el 99% del volumen de clientes potenciales fuera del horario comercial.',1
"""El producto sincronizará contactos y citas en un tiempo aceptable"".",1
"""El sistema guardará las calificaciones del centro de reparación preferido"".",0
«El producto deberá ser fácil de utilizar. El 90% de los usuarios podrán reservar con éxito una sala de conferencias dentro de los 5 minutos posteriores al uso del producto.',1
'La apariencia del producto deberá parecer profesional',1
"""Sólo los usuarios autorizados tendrán acceso a la información del centro clínico"".",1
"""Una clase no clínica deberá especificar el nombre del curso, los requisitos de la sala de conferencias y las necesidades del instructor"".",0
"""El producto se sincronizará con el sistema de la oficina cada hora"".",1
«El subsistema PFE introducirá automáticamente los ingredientes sustitutivos de la fórmula del producto.»,0
'El Subsistema PME permitirá que un producto exista en más de un submenú',0
"""El Sistema de Disputas proporcionará a los usuarios la posibilidad de ver el historial de todas las actividades que han ocurrido en el caso de disputa"".",0
'El producto proporcionará portales. El producto ayudará a los administradores del sistema a analizar las transacciones con informes ad hoc y KPI (indicadores clave de rendimiento)',1
'Los ingredientes sustitutivos de la fórmula se mantendrán en orden persistente',0
'Todas las acciones que modifiquen un caso de disputa existente deben registrarse en el historial del caso.',1
"""Podrá transmitir la película comprada a través de Windows Media Player hasta 2 días después de la fecha de compra"".",0
"'El Sistema de Disputas debe permitir al usuario crear tres tipos únicos de solicitudes de recuperación de billetes. Los tres tipos de solicitudes de recuperación de boletos son (1) Solicitud de recibo original (2) Solicitud de una copia del recibo o (3) Solicitud de un portafolio. Una cartera consta de documentación que proporcionaría prueba de una compra, como la documentación que se recibe de una agencia de alquiler de coches y que es más que un recibo de compra.'",0
'Sólo el usuario autorizado podrá acceder al sistema RFS. ÚNICAMENTE los usuarios que existan en el sistema UAS con el sistema RFS asignado a su(s) rol(es) podrán acceder al sistema RFS y utilizarlo.',1
"""La función de lavado de clientes potenciales utilizará los parámetros proporcionados por las empresas y las escuelas para calificar parte del cliente potencial"".",0
"""El 100% de los representantes de servicios para titulares de tarjetas podrán crear con éxito un caso de disputa en el primer encuentro después de completar el curso de capacitación"".",1
«El producto garantizará que sólo los empleados de la empresa o los usuarios externos con ID de usuario aprobados por la empresa puedan tener acceso al producto. El 100% de todos los inicios de sesión deberán ser realizados por empleados de la empresa o usuarios externos con ID de usuario aprobados por la empresa.,1
"""El producto proporcionará subprocesos múltiples y equilibrio de carga. El producto proporcionará tecnología de subprocesos múltiples, así como equilibrio de carga para superar los picos de carga de datos y el tráfico"".",1
'El producto será fácil para los clientes con conocimientos novatos en Internet para comprar y ver películas en streaming. Los clientes deberían poder comprar y ver una película predeterminada en menos de 3 minutos.',1
"""El producto será compatible mediante el centro de soporte corporativo"".",1
«El usuario localizará fácilmente las instrucciones mientras utiliza el producto. La ayuda para el usuario se puede encontrar en el 90% del sistema.',1
"""Los usuarios deberían poder acceder a sus películas en streaming con menos de 2 clics después de iniciar sesión en el sitio web"".",1
"""Una encuesta anónima mostrará que el 70% de los clientes se sienten cómodos comprando películas en streaming después de dos semanas de uso del sitio web"".",1
"""El producto creará un registro de excepción de los problemas encontrados dentro del producto para transmitirlo a nuestra empresa para su análisis y resolución"".",1
'El producto deberá producir resultados de búsqueda en un tiempo aceptable',1
'El perito buscará por código postal en un radio de 30 millas si no se encuentran piezas para los proveedores de piezas preferidos',0
"""El producto funcionará junto con el software de servidor en cualquier sistema operativo donde se pueda instalar el tiempo de ejecución de Java"".",1
'El sistema mostrará imágenes claras de las propiedades en los resultados de la búsqueda',0
"""El sitio web seguirá funcionando si el servidor de streaming deja de funcionar"".",1
"Mientras se transmite una película, el almacenamiento en búfer solo debe ocurrir si hay latencia en la conexión del usuario.",1
«El perito buscará piezas recicladas disponibles utilizando la información sobre piezas de vehículos dañadas.»,0
«Solo podrán acceder al sistema los empleados autorizados de Corporate Community Grants (CCR). Los usuarios deben autenticarse utilizando su nombre de usuario y contraseña de la intranet de IBM.',1
«El producto mostrará cada tipo de barco en una cuadrícula utilizando una imagen del tipo específico de barco.»,1
'Los administradores del programa y los miembros del personal de enfermería podrán agregar nuevas clases a una secuencia de clases',0
"«Cuando un disparo se marque como un impacto, el producto simulará el sonido de un disparo que alcanza su objetivo.»",1
"""El producto utilizará símbolos y palabras que sean naturalmente comprensibles para los usuarios familiarizados con los sitios web"".",1
"'El sistema RFS debería estar disponible las 24 horas del día, los 7 días de la semana, especialmente durante el período presupuestario. El sistema RFS estará disponible el 90% del tiempo durante todo el año y el 98% durante el período presupuestario. El 2% de las veces el sistema estará disponible dentro de 1 hora del momento en que se informa la situación.'",1
